NId,CommunityId
1671,0
3920,0
1675,0
3907,0
1698,0
1700,0
1699,0
1701,0
1704,0
1765,0
1881,0
1884,0
1932,0
1933,0
1705,0
2309,0
2312,0
3093,0
2605,0
1729,0
1758,0
1761,0
1762,0
1763,0
1764,0
1766,0
1813,0
1834,0
1852,0
2206,0
2718,0
2732,0
2735,0
3088,0
3476,0
3477,0
4211,0
5245,0
1899,0
1719,0
1898,0
1721,0
1723,0
1725,0
1727,0
3002,0
1733,0
1814,0
4069,0
1751,0
3344,0
4127,0
1922,0
1926,0
1927,0
1929,0
3586,0
1900,0
1901,0
1905,0
1907,0
1916,0
1917,0
1921,0
1896,0
1903,0
1914,0
1925,0
3568,0
4759,0
3184,0
2892,0
1885,0
1887,0
1889,0
3625,0
4212,0
1807,0
3000,0
3008,0
1812,0
1894,0
3010,0
3622,0
4757,0
4217,0
1866,0
4143,0
4740,0
5255,0
5257,0
1878,0
1891,0
3621,0
3584,0
3004,0
1999,0
2998,0
3236,0
2589,0
4210,0
4658,0
2741,0
3048,0
3494,0
2062,0
3858,0
4731,0
3432,0
3909,0
3910,0
5214,0
4256,0
3422,0
2126,0
2140,0
2178,0
3257,0
2201,0
3682,0
2210,0
2271,0
2272,0
2279,0
2304,0
2308,0
2898,0
2917,0
3092,0
2313,0
3053,0
4279,0
3536,0
2774,0
2997,0
3014,0
3680,0
4055,0
2582,0
4153,0
4659,0
4679,0
2606,0
3229,0
3231,0
2949,0
2950,0
2952,0
4666,0
4680,0
3881,0
3496,0
2740,0
2722,0
2723,0
3753,0
3592,0
3369,0
3370,0
3374,0
3375,0
3367,0
3368,0
3372,0
3373,0
3327,0
3328,0
3329,0
3330,0
4142,0
3657,0
2939,0
3371,0
3065,0
3005,0
3009,0
3745,0
4178,0
3365,0
3325,0
3326,0
3366,0
4195,0
3610,0
3255,0
3345,0
3570,0
4186,0
5302,0
5177,0
5173,0
5178,0
3304,0
3307,0
4035,0
4038,0
4040,0
4729,0
4732,0
4733,0
5179,0
3322,0
3323,0
3359,0
3936,0
3425,0
5174,0
5175,0
5176,0
5180,0
3462,0
3464,0
3466,0
4806,0
4433,0
4449,0
4451,0
4454,0
4456,0
4457,0
3520,0
3571,0
3589,0
3597,0
3612,0
3627,0
3861,0
4209,0
3658,0
5105,0
3717,0
3780,0
3781,0
4270,0
3782,0
4251,0
4881,0
5125,0
5130,0
5136,0
3914,0
3915,0
4421,0
4428,0
5266,0
5285,0
4025,0
5303,0
4177,0
4194,0
4159,0
4160,0
4162,0
4176,0
4189,0
4191,0
5271,0
5272,0
4206,0
4253,0
4250,0
4254,0
4269,0
4277,0
5217,0
4953,0
4954,0
5036,0
5053,0
5062,0
5068,0
5075,0
5080,0
3,1
1018,1
1258,1
1322,1
1323,1
1338,1
1341,1
2256,1
2260,1
3608,1
3720,1
3721,1
3722,1
3723,1
4928,1
4,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
46,1
47,1
49,1
50,1
51,1
679,1
704,1
707,1
712,1
715,1
733,1
734,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
866,1
868,1
875,1
979,1
1016,1
1019,1
1037,1
1077,1
1137,1
1142,1
1192,1
1218,1
1238,1
1254,1
1276,1
1282,1
1302,1
1319,1
1387,1
1388,1
1393,1
1438,1
1439,1
1449,1
1454,1
1506,1
1507,1
1557,1
1560,1
1591,1
1594,1
1598,1
1626,1
1627,1
1745,1
1790,1
1833,1
1837,1
1838,1
1855,1
1857,1
1864,1
1870,1
1873,1
1874,1
1876,1
1879,1
1934,1
1938,1
1940,1
1941,1
1943,1
1946,1
1947,1
1960,1
1979,1
1988,1
2039,1
2200,1
2273,1
2282,1
2283,1
2303,1
2315,1
2316,1
2323,1
2334,1
2343,1
2344,1
2349,1
2384,1
2390,1
2399,1
2405,1
2407,1
2427,1
2559,1
2561,1
2563,1
2568,1
2576,1
2578,1
2586,1
2593,1
2594,1
2613,1
2614,1
2622,1
2623,1
2681,1
2698,1
2716,1
2726,1
2729,1
2751,1
2758,1
2772,1
2848,1
2858,1
2870,1
2876,1
2883,1
2889,1
2904,1
2909,1
2910,1
2912,1
2953,1
2956,1
2991,1
3020,1
3026,1
3042,1
3049,1
3057,1
3067,1
3077,1
3087,1
3163,1
3171,1
3174,1
3181,1
3182,1
3193,1
3196,1
3208,1
3224,1
3261,1
3269,1
3274,1
3285,1
3290,1
3295,1
3296,1
3306,1
3314,1
3316,1
3321,1
3349,1
3350,1
3351,1
3358,1
3398,1
3399,1
3401,1
3402,1
3411,1
3468,1
3483,1
3509,1
3543,1
3579,1
3588,1
3653,1
3736,1
3744,1
3756,1
3822,1
3823,1
3851,1
3952,1
3954,1
3957,1
3958,1
3964,1
3968,1
3978,1
3984,1
3985,1
3986,1
3993,1
3996,1
4021,1
4024,1
4029,1
4074,1
4103,1
4116,1
4124,1
4219,1
4260,1
4278,1
4285,1
4292,1
4293,1
4294,1
4295,1
4668,1
4669,1
4670,1
4671,1
4672,1
4673,1
4674,1
4675,1
4676,1
4677,1
4678,1
4681,1
4682,1
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,1
4692,1
4693,1
4694,1
4695,1
4696,1
4697,1
4752,1
4763,1
4765,1
4768,1
4770,1
4773,1
4774,1
4800,1
4801,1
4818,1
4820,1
4827,1
4835,1
4837,1
4840,1
4842,1
4843,1
4845,1
4847,1
4857,1
4858,1
4859,1
4869,1
4870,1
4871,1
4872,1
4873,1
4874,1
4898,1
4899,1
4901,1
4902,1
4904,1
4905,1
4906,1
4907,1
4909,1
4921,1
4924,1
4925,1
4927,1
4929,1
4937,1
4942,1
4949,1
4960,1
4966,1
4967,1
4968,1
4969,1
4970,1
4971,1
4979,1
4980,1
4990,1
4991,1
4992,1
5000,1
5003,1
5004,1
5006,1
5007,1
5008,1
5017,1
5020,1
5021,1
5023,1
5025,1
5026,1
5028,1
5031,1
5033,1
5038,1
5040,1
5042,1
5044,1
5045,1
5046,1
5048,1
5051,1
5054,1
5059,1
5063,1
5065,1
5069,1
5072,1
5077,1
5081,1
5085,1
5094,1
5103,1
5104,1
5111,1
5112,1
5113,1
5115,1
5117,1
5118,1
5122,1
5127,1
5131,1
5132,1
5133,1
5141,1
5142,1
5148,1
5166,1
5168,1
5169,1
5171,1
5243,1
5284,1
5304,1
5,1
2759,1
3241,1
3300,1
3339,1
3826,1
4264,1
4793,1
4794,1
4828,1
4940,1
4941,1
5170,1
5172,1
6,1
7,1
2649,1
40,1
42,1
48,1
52,1
54,1
68,1
69,1
70,1
85,1
87,1
95,1
119,1
121,1
124,1
159,1
160,1
202,1
223,1
244,1
251,1
258,1
706,1
708,1
713,1
721,1
725,1
751,1
835,1
877,1
972,1
974,1
976,1
984,1
1001,1
1009,1
1012,1
1027,1
1035,1
1045,1
1046,1
1050,1
1104,1
1108,1
1110,1
1112,1
1114,1
1126,1
1153,1
1154,1
1155,1
1159,1
1161,1
1162,1
1165,1
1167,1
1169,1
1183,1
1185,1
1211,1
1215,1
1220,1
1223,1
1236,1
1244,1
1247,1
1248,1
1251,1
1267,1
1268,1
1270,1
1271,1
1272,1
1274,1
1277,1
1280,1
1290,1
1292,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1318,1
1325,1
1326,1
1347,1
1379,1
1382,1
1385,1
1389,1
1441,1
1457,1
1465,1
1473,1
1529,1
1565,1
1584,1
1590,1
1603,1
1604,1
1605,1
1608,1
1615,1
1621,1
1654,1
1657,1
1659,1
1666,1
1667,1
1668,1
1670,1
1673,1
1676,1
1677,1
1679,1
1685,1
1692,1
1694,1
1706,1
1750,1
1755,1
1767,1
1771,1
1774,1
1775,1
1778,1
1779,1
1780,1
1781,1
1783,1
1816,1
1819,1
1822,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1835,1
1836,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1847,1
1850,1
1854,1
1859,1
1935,1
1942,1
1944,1
1952,1
1958,1
1962,1
1963,1
1965,1
1968,1
1976,1
1977,1
1980,1
1987,1
2052,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2168,1
2169,1
2170,1
2190,1
2193,1
2194,1
2195,1
2198,1
2202,1
2253,1
2259,1
2284,1
2288,1
2289,1
2291,1
2305,1
2317,1
2318,1
2326,1
2327,1
2328,1
2335,1
2336,1
2348,1
2352,1
2355,1
2360,1
2363,1
2366,1
2376,1
2378,1
2379,1
2386,1
2387,1
2389,1
2392,1
2396,1
2404,1
2416,1
2423,1
2430,1
2433,1
2436,1
2439,1
2442,1
2449,1
2565,1
2566,1
2584,1
2585,1
2602,1
2603,1
2607,1
2627,1
2650,1
2666,1
2677,1
2680,1
2683,1
2686,1
2728,1
2746,1
2750,1
2754,1
2777,1
2778,1
2818,1
2855,1
2906,1
2921,1
2931,1
2961,1
2967,1
2968,1
2969,1
2989,1
2993,1
3021,1
3023,1
3041,1
3044,1
3052,1
3058,1
3060,1
3061,1
3063,1
3072,1
3073,1
3075,1
3085,1
3091,1
3148,1
3152,1
3154,1
3166,1
3173,1
3176,1
3200,1
3206,1
3207,1
3209,1
3213,1
3221,1
3223,1
3226,1
3258,1
3270,1
3277,1
3287,1
3319,1
3336,1
3340,1
3352,1
3361,1
3400,1
3418,1
3469,1
3493,1
3558,1
3573,1
3577,1
3578,1
3605,1
3606,1
3607,1
3609,1
3640,1
3641,1
3650,1
3672,1
3683,1
3690,1
3714,1
3718,1
3724,1
3726,1
3755,1
3805,1
3813,1
3824,1
3834,1
3839,1
3874,1
3885,1
3890,1
3896,1
3900,1
3908,1
3923,1
3944,1
3956,1
3959,1
3972,1
3974,1
3981,1
4007,1
4010,1
4015,1
4018,1
4020,1
4023,1
4030,1
4057,1
4062,1
4066,1
4067,1
4077,1
4083,1
4089,1
4090,1
4091,1
4112,1
4115,1
4120,1
4123,1
4126,1
4180,1
4199,1
4201,1
4221,1
4280,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,1
4316,1
4317,1
4318,1
4319,1
4320,1
4321,1
4322,1
4323,1
4324,1
4325,1
4326,1
4327,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,1
4727,1
4738,1
4739,1
4750,1
4751,1
4779,1
4780,1
4781,1
4782,1
4783,1
4790,1
4791,1
4817,1
4829,1
4830,1
4831,1
4832,1
4833,1
4838,1
4846,1
4848,1
4849,1
4851,1
4868,1
4875,1
4883,1
4884,1
4897,1
4914,1
4915,1
4916,1
4919,1
4920,1
4926,1
4944,1
4948,1
4950,1
4963,1
5019,1
5098,1
5106,1
5121,1
5123,1
5150,1
5151,1
5163,1
5164,1
5200,1
5215,1
5216,1
5231,1
5239,1
5241,1
5252,1
5256,1
5267,1
5283,1
5307,1
2252,1
2610,1
5240,1
5242,1
2204,1
3066,1
4737,1
671,1
44,1
2745,1
76,1
749,1
1086,1
1089,1
1164,1
1166,1
1168,1
1170,1
1296,1
1317,1
1461,1
1485,1
1491,1
1525,1
1545,1
1586,1
1588,1
1600,1
2192,1
2205,1
2306,1
2330,1
2331,1
2332,1
2333,1
2410,1
2932,1
2934,1
2959,1
2992,1
3051,1
3120,1
3135,1
3377,1
3802,1
3943,1
3980,1
4052,1
4082,1
4118,1
4274,1
4760,1
4804,1
4805,1
4813,1
4814,1
4815,1
4834,1
4836,1
4852,1
4913,1
4947,1
4997,1
4998,1
4999,1
5084,1
5277,1
5286,1
1950,1
56,1
906,1
1787,1
1440,1
81,1
88,1
90,1
91,1
2598,1
3389,1
3390,1
125,1
140,1
153,1
154,1
171,1
213,1
217,1
252,1
2577,1
2651,1
3480,1
3482,1
3508,1
3655,1
3821,1
4208,1
4404,1
5165,1
3242,1
4981,1
4982,1
4983,1
4984,1
4985,1
4986,1
4987,1
4988,1
4989,1
4993,1
4994,1
1710,1
2636,1
4656,1
1593,1
1856,1
4101,1
1715,1
1811,1
4058,1
1316,1
2731,1
4860,1
4861,1
4867,1
4893,1
3537,1
173,1
2903,1
2929,1
4000,1
4001,1
2846,1
2900,1
3998,1
3999,1
195,1
1982,1
1273,1
3750,1
1653,1
2671,1
3420,1
2902,1
4002,1
4003,1
1327,1
1340,1
3019,1
4895,1
1432,1
3926,1
5107,1
5147,1
4885,1
1241,1
1324,1
2413,1
4892,1
1792,1
1342,1
2329,1
4220,1
714,1
4776,1
4936,1
716,1
1678,1
1681,1
1686,1
1693,1
1695,1
1785,1
1817,1
1820,1
1823,1
1860,1
1991,1
2255,1
2738,1
3059,1
3062,1
3064,1
3725,1
3891,1
3892,1
3897,1
4808,1
4809,1
5089,1
731,1
5280,1
904,1
905,1
2888,1
3662,1
867,1
869,1
1023,1
4955,1
4956,1
4959,1
896,1
1788,1
928,1
1789,1
3836,1
3837,1
3018,1
980,1
3016,1
982,1
1002,1
1614,1
1690,1
1691,1
3870,1
1006,1
1020,1
1791,1
3017,1
3272,1
3273,1
4939,1
1737,1
3554,1
4079,1
1014,1
3013,1
1160,1
1221,1
1315,1
1320,1
1343,1
1345,1
2385,1
2391,1
2406,1
2560,1
3046,1
3283,1
3849,1
3862,1
3863,1
4016,1
4802,1
4803,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,1
4978,1
5011,1
5055,1
5071,1
5090,1
5091,1
5092,1
5093,1
5126,1
5129,1
1528,1
1531,1
4880,1
1071,1
2674,1
1042,1
1134,1
1136,1
1139,1
1140,1
1143,1
1144,1
3731,1
1049,1
1592,1
1595,1
2673,1
4119,1
1074,1
1076,1
1078,1
1079,1
1080,1
3831,1
1099,1
3378,1
1116,1
1601,1
4753,1
4754,1
2452,1
3201,1
1229,1
1233,1
4775,1
4946,1
1252,1
3050,1
3973,1
1253,1
2954,1
4962,1
3183,1
4866,1
1284,1
2963,1
1294,1
1297,1
1303,1
2821,1
3118,1
3268,1
4048,1
4121,1
4122,1
4755,1
4822,1
4823,1
4824,1
4826,1
4862,1
4864,1
4865,1
4888,1
4889,1
4890,1
4922,1
4923,1
4933,1
4934,1
4943,1
4882,1
2717,1
3203,1
1321,1
4891,1
4894,1
1328,1
3618,1
1384,1
3385,1
2625,1
2581,1
3271,1
1437,1
4792,1
5001,1
3828,1
1460,1
5110,1
3832,1
2849,1
1597,1
2453,1
3054,1
1739,1
1596,1
1599,1
1613,1
1684,1
3871,1
1687,1
3872,1
1650,1
1651,1
1655,1
1656,1
1660,1
1661,1
1658,1
3812,1
1662,1
1663,1
1664,1
1665,1
1669,1
1672,1
1680,1
3898,1
3899,1
1682,1
1683,1
3902,1
3903,1
3904,1
1688,1
1689,1
1708,1
2213,1
2215,1
3169,1
4268,1
1709,1
1746,1
1748,1
1961,1
1964,1
1966,1
1967,1
2310,1
2311,1
2345,1
2425,1
2734,1
2757,1
2901,1
2930,1
3192,1
4026,1
4044,1
4072,1
4104,1
4756,1
4777,1
4778,1
4812,1
1718,1
3003,1
3007,1
1720,1
3011,1
1722,1
1724,1
1726,1
3001,1
1728,1
1730,1
1732,1
1734,1
2999,1
1736,1
1738,1
1740,1
1742,1
1744,1
1747,1
3715,1
4027,1
5263,1
3587,1
4816,1
3575,1
3569,1
4005,1
3381,1
4004,1
4080,1
1796,1
1798,1
1800,1
1802,1
1804,1
1806,1
1808,1
1810,1
4758,1
1861,1
1862,1
1863,1
1865,1
3593,1
2351,1
1994,1
3648,1
2199,1
2359,1
2346,1
2350,1
5201,1
2859,1
2408,1
2402,1
4945,1
3937,1
2920,1
3397,1
2692,1
3522,1
2714,1
2715,1
4996,1
2871,1
3676,1
4179,1
4930,1
3180,1
3830,1
5167,1
4761,1
3895,1
4657,1
3074,1
3846,1
3276,1
3278,1
5120,1
3486,1
3893,1
3894,1
3901,1
3478,1
3582,1
3820,1
3842,1
3843,1
3844,1
5268,1
4200,1
4703,1
4764,1
4769,1
4771,1
4853,1
4863,1
4908,1
4917,1
5009,1
5010,1
5022,1
5024,1
5027,1
5032,1
5035,1
5052,1
5039,1
5043,1
5047,1
5061,1
5067,1
5087,1
5074,1
5079,1
5086,1
5114,1
3015,2
4141,2
4935,2
103,2
115,2
188,2
204,2
230,2
231,2
1299,2
2894,2
3127,2
3560,2
3708,2
5259,2
55,2
72,2
205,2
233,2
701,2
876,2
1128,2
1255,2
1298,2
1300,2
1346,2
1360,2
1377,2
1983,2
1985,2
1990,2
2415,2
2448,2
2630,2
2635,2
2669,2
2707,2
2878,2
2884,2
2905,2
3128,2
3211,2
3222,2
3245,2
3407,2
3699,2
3700,2
3702,2
3705,2
3706,2
3767,2
3770,2
3786,2
3787,2
3928,2
4784,2
4786,2
4788,2
4910,2
4911,2
4912,2
4931,2
4951,2
5288,2
5295,2
5296,2
5298,2
5299,2
5300,2
162,2
4728,2
2690,2
3668,2
63,2
901,2
920,2
1129,2
1130,2
2947,2
2996,2
3742,2
64,2
3664,2
67,2
2691,2
5187,2
5297,2
75,2
4412,2
82,2
118,2
120,2
122,2
128,2
135,2
136,2
155,2
158,2
161,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
177,2
219,2
235,2
236,2
237,2
243,2
253,2
254,2
255,2
670,2
676,2
688,2
689,2
1858,2
2995,2
3263,2
3264,2
3265,2
3266,2
3930,2
3931,2
4169,2
4461,2
4462,2
4463,2
4464,2
4465,2
4466,2
4467,2
4468,2
4469,2
4470,2
4471,2
4472,2
4473,2
4474,2
4475,2
4476,2
4477,2
4478,2
4479,2
4480,2
4481,2
4482,2
4483,2
4484,2
4485,2
4486,2
4487,2
4488,2
4489,2
4490,2
4491,2
4492,2
4493,2
4494,2
4495,2
4496,2
4497,2
4498,2
4499,2
4500,2
4501,2
4502,2
4503,2
4504,2
4505,2
4506,2
4507,2
4508,2
4509,2
4510,2
4511,2
4512,2
4513,2
4514,2
4515,2
4516,2
4517,2
4518,2
4519,2
4520,2
4521,2
4522,2
4523,2
4524,2
4525,2
4526,2
4527,2
4528,2
4529,2
4530,2
4531,2
4532,2
4533,2
4534,2
4535,2
4536,2
4537,2
4538,2
4539,2
4540,2
4541,2
4542,2
4543,2
4544,2
4545,2
4546,2
4547,2
4548,2
4549,2
4550,2
4551,2
4552,2
4553,2
4554,2
4555,2
